Brasil e Município;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Amendoim (em casca);Banana (cacho);Batata-doce;Batata-inglesa;Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Castanha de caju;Erva-mate (folha verde);Fava (em grão);Feijão (em grão);Girassol (em grão);Guaraná (semente);Juta (fibra);Malva (fibra);Mamona (baga);Mandioca;Manga;Melancia;Melão;Milho (em grão);Noz (fruto seco);Pimenta-do-reino;Soja (em grão);Sorgo (em grão);Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Adustina (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;21983;-;-;-;-;-;-;-;-;-;280800;-;-;-;-;-;-;-;-;-;-
Água Fria (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1077;-;-;-;-;-;747;-;-;-;311;-;-;-;-;-;-;-;-;-;-
Érico Cardoso (BA);...;-;-;-;154;-;-;-;37;37;-;...;-;-;-;837;-;-;-;-;-;143;1989;-;-;114;-;-;-;-;-;-;-;-;-;-
Amargosa (BA);...;-;-;177;8021;123;-;5688;267;267;-;...;174;-;-;151;-;-;-;-;-;2425;-;-;-;72;-;-;-;-;360;-;-;-;-;-
América Dourada (BA);...;-;-;-;70;-;-;-;-;-;-;...;-;-;-;649;-;-;-;-;1529;19;-;-;-;1022;-;-;-;533;29451;-;-;-;-;-
Anagé (BA);...;-;-;-;543;-;-;-;-;-;-;...;-;-;-;583;-;-;-;-;-;96;725;-;-;85;-;-;-;-;-;-;-;-;-;-
Andaraí (BA);...;-;-;-;277;-;-;-;-;-;-;...;-;-;-;2649;-;-;-;-;70;2570;-;165;-;2657;-;-;-;-;100;-;-;-;-;-
Andorinha (BA);...;-;-;-;-;55;-;-;-;-;-;...;-;-;-;367;-;-;-;-;-;5;-;-;-;123;-;-;-;-;-;-;-;-;-;-
Angical (BA);...;-;-;-;69;-;-;-;-;-;-;...;-;-;-;790;-;-;-;-;-;4061;-;-;-;7954;-;-;-;-;-;-;-;-;-;-
Anguera (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;339;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-
Antas (BA);...;-;-;-;-;-;-;-;-;-;-;...;420;-;-;734;-;-;-;-;-;125;-;-;-;5928;-;-;-;-;-;-;-;-;-;-
Antônio Cardoso (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;536;-;-;-;-;-;46;-;-;-;210;-;-;-;-;-;-;-;-;-;-
Antônio Gonçalves (BA);...;-;-;-;535;55;-;-;18;18;-;...;-;-;-;71;-;-;-;-;6;356;10;10;-;33;-;-;-;-;-;-;-;-;-;-
Aracatu (BA);...;-;50;-;-;-;-;-;-;-;-;...;-;-;-;812;-;-;-;-;21;72;-;2538;-;46;-;-;-;-;15887;-;-;-;-;-
Araci (BA);...;-;-;160;210;420;-;-;-;-;-;...;27;-;-;2496;-;-;-;-;-;2843;-;-;-;1104;-;-;-;-;-;-;-;-;-;-
Baianópolis (BA);...;-;127855;-;331;-;-;-;-;-;-;...;-;-;-;11592;-;-;-;-;-;405;89;105;-;6489;-;-;131072;1044;-;-;-;-;-;-
Baixa Grande (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;565;-;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-
Banzaê (BA);...;-;-;-;-;-;-;-;-;-;-;...;1610;-;-;990;-;-;-;-;-;248;-;-;-;468;-;-;-;-;-;-;-;-;-;-
Barra (BA);...;-;-;-;196;206;-;-;-;-;-;...;34;-;-;47;-;-;-;-;775;74;236;305;-;72;-;-;-;-;-;-;-;-;-;-
Barra da Estiva (BA);...;-;-;-;4500;-;-;-;126542;126542;-;...;-;-;-;1960;-;-;-;-;-;1280;7200;1100;-;11;-;-;-;-;13500;-;-;-;-;-
Barra do Choça (BA);...;-;-;-;25625;-;-;-;198536;198536;-;...;-;-;-;13789;-;-;-;-;-;1068;-;201;-;3407;-;-;-;-;8650;-;-;-;-;-
Barra do Mendes (BA);...;-;-;-;33;-;-;-;654;654;-;...;-;-;-;198;-;-;-;-;893;1011;13;-;-;194;-;-;-;64;590;-;-;-;-;-
Barreiras (BA);...;-;607104;-;18627;-;-;63;107279;107279;-;...;-;-;-;73450;-;-;-;-;-;1309;419;1185;-;225889;-;-;2320655;6360;494;-;-;-;-;453
Barro Alto (BA);...;-;-;-;67;-;-;-;-;-;-;...;-;-;-;287;-;-;-;-;7101;131;-;-;-;1266;-;-;-;45;9003;-;-;-;-;-
Barrocas (BA);...;-;-;-;-;240;-;-;-;-;-;...;-;-;-;730;-;-;-;-;-;150;-;-;-;720;-;-;-;-;-;-;-;-;-;-
Belo Campo (BA);...;-;-;-;690;-;-;39;92;92;-;...;-;-;-;259;-;-;-;-;-;3996;3307;-;-;191;-;-;-;-;-;-;-;-;-;-
Biritinga (BA);...;-;-;111;-;60;-;-;-;-;-;...;200;-;-;641;-;-;-;-;-;1783;-;-;-;306;-;-;-;-;-;-;-;-;-;-
Boa Nova (BA);...;-;-;35;1350;171;-;1850;187;187;-;...;-;-;-;419;-;-;-;-;-;1036;21;131;-;29;-;-;-;-;1709;-;-;-;-;-
Boa Vista do Tupim (BA);...;-;-;-;301;20;-;-;-;-;-;...;4;-;-;212;-;-;-;-;94;345;-;212;-;189;-;-;-;-;1158;-;-;-;-;-
Bom Jesus da Lapa (BA);...;-;2385;-;287845;-;-;300;-;-;-;...;-;-;-;3452;-;-;-;-;-;732;193;2999;-;316;-;-;-;34;-;-;-;-;-;-
Bom Jesus da Serra (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;226;-;-;-;-;-;41;-;5;-;48;-;-;-;-;-;-;-;-;-;-
Boninal (BA);...;-;-;-;434;-;39;-;92;92;-;...;-;-;-;108;-;-;-;-;-;2820;-;400;-;51;-;-;-;-;2331;-;-;-;-;-
Bonito (BA);...;-;-;-;2206;-;-;-;77609;77609;-;...;-;-;-;1129;-;-;-;-;33;420;-;-;-;646;-;33;-;-;381;-;-;-;-;-
Boquira (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;202;-;-;-;-;-;103;34;114;-;223;-;-;-;3;-;-;-;-;-;-
Botuporã (BA);...;-;-;-;14;-;-;-;-;-;-;...;-;-;-;1919;-;-;-;-;-;154;-;-;-;67;-;-;-;36;-;-;-;-;-;-
Brejões (BA);...;-;-;-;234;33;-;53;7284;7284;-;...;-;-;-;785;-;-;-;-;-;80;-;30;-;46;-;-;-;-;565;-;-;-;-;-
Brejolândia (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;9;-;-;-;-;-;98;-;-;-;31;-;-;-;-;-;-;-;-;-;-
Brotas de Macaúbas (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;301;-;-;-;-;-;21;-;96;-;85;-;-;-;-;-;-;-;-;-;-
Brumado (BA);...;-;60;-;-;-;-;-;-;-;-;...;-;-;-;414;-;-;-;-;-;240;1350;2000;-;10;-;-;-;-;3000;-;-;-;-;-
Buritirama (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1275;-;-;-;-;-;100;-;223;-;345;-;-;-;-;-;-;-;-;-;-
Caatiba (BA);...;-;-;-;1743;-;-;1461;28;28;-;...;-;-;-;28;-;-;-;-;-;86;-;-;-;7;-;-;-;-;-;-;-;-;-;-
Cabaceiras do Paraguaçu (BA);...;-;-;77;10;47;-;-;-;-;-;...;-;-;-;2178;-;-;-;-;-;918;-;-;-;639;-;-;-;-;-;-;-;-;-;-
Caculé (BA);...;-;100;-;105;-;-;-;9;9;-;...;-;-;-;362;-;-;-;-;-;650;-;-;-;96;-;-;-;-;-;-;-;-;-;-
Caém (BA);...;-;-;-;1440;-;-;-;-;-;-;...;-;-;-;81;-;-;-;-;29;482;-;-;-;24;-;-;-;-;-;-;-;-;-;-
Caetanos (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;52;-;-;-;-;-;14;-;184;-;16;-;-;-;-;-;-;-;-;-;-
Caetité (BA);...;-;-;-;214;-;-;-;28;28;-;...;-;-;-;1002;-;-;-;-;-;2675;-;-;-;176;-;-;-;2;-;-;-;-;-;-
Cafarnaum (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;3052;312;-;-;-;1470;-;-;-;-;39033;-;-;-;-;-
Caldeirão Grande (BA);...;-;-;-;29;-;-;-;-;-;-;...;-;-;-;194;-;-;-;-;150;460;-;-;-;373;-;-;-;-;-;-;-;-;-;-
Campo Alegre de Lourdes (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;3331;-;-;-;-;-;546;-;1035;-;582;-;-;-;-;-;-;-;-;-;-
Campo Formoso (BA);...;-;-;-;1415;225;-;-;-;-;-;...;4;-;-;3288;-;-;-;-;188;1804;208;237;192;455;-;-;-;-;69865;-;-;-;-;-
Canápolis (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;235;-;-;-;-;-;114;-;-;-;23;-;-;-;-;-;-;-;-;-;-
Canarana (BA);...;-;-;-;167;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;8882;154;-;781;-;2707;-;-;-;67;24773;-;-;-;-;-
Candeal (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;91;-;-;-;-;-;83;-;-;-;59;-;-;-;-;-;-;-;-;-;-
Candiba (BA);...;-;1273;-;20;-;-;-;-;-;-;...;-;-;-;1091;-;-;-;-;-;229;-;839;-;417;-;-;-;339;-;-;-;-;-;-
Cândido Sales (BA);...;-;-;-;64;-;-;-;-;-;-;...;-;-;-;273;-;-;-;-;-;5398;-;159;-;77;-;-;-;-;-;-;-;-;-;-
Cansanção (BA);...;-;-;-;286;-;-;-;-;-;-;...;4;-;-;3680;-;-;-;-;-;1875;-;-;-;4834;-;-;-;-;-;-;-;-;-;-
Canudos (BA);...;-;-;-;24615;-;-;-;-;-;-;...;-;-;-;1090;-;-;-;-;-;1482;83;82;270;329;-;-;-;-;-;-;-;-;-;300
Capela do Alto Alegre (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;4;-;-;-;-;-;62;-;-;-;3;-;-;-;-;-;-;-;-;-;-
Capim Grosso (BA);...;-;-;-;17;-;-;-;-;-;-;...;-;-;-;198;-;-;-;-;12;135;-;-;-;36;-;-;-;-;-;-;-;-;-;-
Caraíbas (BA);...;-;-;-;550;-;-;-;-;-;-;...;-;-;-;390;-;-;-;-;-;94;7364;135;-;60;-;-;-;-;-;-;-;-;-;-
Carinhanha (BA);...;-;701;-;16330;-;-;-;-;-;-;...;-;-;-;645;-;-;-;-;-;381;6192;2043;-;1047;-;-;1812;88;-;-;-;-;-;-
Casa Nova (BA);...;-;-;-;3769;-;-;-;-;-;-;...;-;-;-;912;-;-;-;-;-;1017;165327;2815;2389;382;-;-;-;-;366;-;-;-;-;95532
Castro Alves (BA);...;-;-;84;310;27;-;88;-;-;-;...;-;-;-;188;-;-;-;-;-;4678;-;-;-;341;-;-;-;-;-;-;-;-;-;-
Catolândia (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;381;-;-;-;-;-;-;-;-;-;304;-;-;-;11;-;-;-;-;-;-
Caturama (BA);...;-;-;-;42;-;-;-;-;-;-;...;-;-;-;673;-;-;-;-;-;48;342;-;-;410;-;-;-;-;-;-;-;-;-;-
Central (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;724;-;-;-;-;860;329;6;-;-;1327;-;-;-;15;-;-;-;-;-;-
Chorrochó (BA);...;-;-;-;41;-;-;-;-;-;-;...;-;-;-;367;-;-;-;-;-;-;515;110;-;131;-;-;-;-;-;-;-;-;-;-
Cícero Dantas (BA);...;-;-;-;-;-;-;-;-;-;-;...;2228;-;-;3851;-;-;-;-;-;3000;46;-;-;21622;-;-;-;-;-;-;-;-;-;-
Cipó (BA);...;-;-;104;206;-;-;-;-;-;-;...;130;-;-;52;-;-;-;-;-;37;9;184;-;41;-;-;-;-;533;-;-;-;-;-
Cocos (BA);...;-;107806;-;4;-;-;-;41772;41772;-;...;-;-;-;8866;-;-;-;-;-;331;-;67;-;80431;-;-;171653;-;-;-;-;-;-;-
Conceição do Coité (BA);...;-;-;64;-;41;-;-;-;-;-;...;-;-;-;513;-;-;-;-;-;581;-;44;-;160;-;-;-;-;-;-;-;-;-;-
Condeúba (BA);...;-;-;-;13;-;-;-;-;-;-;...;-;-;-;433;-;-;-;-;-;508;-;-;-;126;-;-;-;-;-;-;-;-;-;-
Contendas do Sincorá (BA);...;-;-;20;725;545;-;-;893;893;-;...;-;-;-;189;-;-;-;-;-;902;843;687;-;13;-;-;-;-;950;-;-;-;-;-
Coração de Maria (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;513;-;-;-;-;-;1344;-;-;-;280;-;-;-;-;-;-;-;-;-;-
Cordeiros (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;169;-;-;-;-;-;127;-;-;-;46;-;-;-;-;-;-;-;-;-;-
Coribe (BA);...;-;-;-;17202;-;-;-;-;-;-;...;-;-;-;671;-;-;-;-;-;181;-;-;-;1307;-;-;-;3;-;-;-;-;-;-
Coronel João Sá (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;2023;-;-;-;-;-;-;-;-;-;7075;-;-;-;-;-;-;-;-;-;-
Correntina (BA);...;-;694919;-;57;-;-;-;-;-;-;...;-;-;-;18679;-;-;-;-;-;1668;156;-;-;364655;-;-;1967883;945;-;-;-;-;-;-
Cotegipe (BA);...;-;-;-;27;-;-;-;-;-;-;...;-;-;-;913;-;-;-;-;-;265;-;-;-;6052;-;-;1173;1562;-;-;-;-;-;-
Cravolândia (BA);...;-;-;-;129;-;-;592;9;9;-;...;-;-;-;125;-;-;-;-;-;24;-;21;-;-;-;-;-;-;14;-;-;-;-;-
Crisópolis (BA);...;-;-;219;52;-;-;-;-;-;-;...;365;-;-;4362;-;-;-;-;-;13074;-;346;-;3811;-;-;-;-;-;-;-;-;-;-
Cristópolis (BA);...;-;-;-;29;-;-;-;-;-;-;...;-;-;-;4813;-;-;-;-;-;316;-;-;-;1615;-;-;-;-;-;-;-;-;-;-
Curaçá (BA);...;-;-;-;30750;-;-;-;-;-;-;...;-;-;-;737;-;-;-;-;-;2302;31736;2543;7093;278;-;-;-;-;863;-;-;-;-;4941
Dário Meira (BA);...;-;-;-;2009;-;-;10300;18;18;-;...;-;-;-;75;-;-;-;-;-;730;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Dom Basílio (BA);...;-;-;-;13;-;-;-;-;-;-;...;-;-;-;804;-;-;-;-;-;110;16341;144;-;117;-;-;-;-;-;-;-;-;-;-
Elísio Medrado (BA);...;-;-;124;2147;-;-;1909;-;-;-;...;55;-;-;188;-;-;-;-;-;1402;-;-;-;30;-;-;-;-;-;-;-;-;-;38
Encruzilhada (BA);...;-;-;-;2729;-;-;-;60509;60509;-;...;-;-;-;781;-;-;-;-;-;1222;-;-;-;350;-;-;-;-;-;-;-;-;-;-
Euclides da Cunha (BA);...;-;-;-;-;-;-;-;-;-;-;...;600;-;-;9100;-;-;-;-;-;16498;-;-;-;57715;-;-;-;-;-;-;-;-;-;-
Fátima (BA);...;-;-;43;27;-;-;-;-;-;-;...;15;-;-;954;-;-;-;-;-;117;24;-;-;18720;-;-;-;-;225;-;-;-;-;-
Feira da Mata (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;332;-;-;-;-;-;240;-;-;-;55;-;-;-;-;270;-;-;-;-;-
Feira de Santana (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1534;-;-;-;-;-;1149;-;-;-;1022;-;-;-;-;-;-;-;-;-;-
Filadélfia (BA);...;-;-;-;-;8;-;-;-;-;-;...;-;-;-;395;-;-;-;-;48;187;-;72;-;216;-;-;-;-;-;-;-;-;-;-
Formosa do Rio Preto (BA);...;-;1090025;-;1671;-;-;-;-;-;-;...;-;-;-;63566;-;-;-;-;-;1144;-;158;-;298978;-;-;4705817;4490;-;-;-;-;-;-
Gavião (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;4;-;-;-;-;-;33;-;-;-;3;-;-;-;-;-;-;-;-;-;-
Gentio do Ouro (BA);...;-;-;-;1213;-;-;-;-;-;-;...;-;-;-;334;-;-;-;-;36;369;6;146;-;102;-;-;-;-;-;-;-;-;-;-
Glória (BA);...;-;-;-;12720;-;-;-;-;-;-;...;-;-;-;493;-;-;-;-;-;104;474;2556;511;269;-;-;-;-;-;-;-;-;-;-
Guajeru (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;84;-;-;-;-;-;114;-;60;-;5;-;-;-;-;-;-;-;-;-;-
Guanambi (BA);...;-;734;-;1917;-;-;-;-;-;-;...;-;-;-;1440;-;-;-;-;-;1670;447;580;-;354;-;-;-;132;247;-;-;-;-;856
Heliópolis (BA);...;-;-;5;57;-;-;-;-;-;-;...;255;-;-;183;-;-;-;-;-;161;51;-;-;20800;-;-;-;-;-;-;-;-;-;-
Iaçu (BA);...;-;-;-;637;-;-;-;-;-;-;...;-;-;-;282;-;-;-;-;-;184;1694;418;-;1;-;-;-;-;64;-;-;-;-;-
Ibiassucê (BA);...;-;-;-;18;-;-;-;-;-;-;...;-;-;-;245;-;-;-;-;-;542;-;-;-;76;-;-;-;-;-;-;-;-;-;-
Ibicoara (BA);...;-;-;-;1275;-;150000;-;75600;75600;-;...;-;-;-;3920;-;-;-;-;-;224;-;-;-;720;-;-;-;-;239400;-;-;-;-;-
Ibipeba (BA);...;-;-;-;41668;-;-;-;-;-;-;...;-;-;-;273;-;-;-;-;4152;251;24;-;-;1878;-;-;-;41;297;-;-;-;-;-
Ibipitanga (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;94;-;-;-;-;-;52;-;-;-;45;-;-;-;2;-;-;-;-;-;-
Ibiquera (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;52;-;-;-;-;6;241;-;6;-;38;-;-;-;-;-;-;-;-;-;-
Ibitiara (BA);...;-;-;-;36;-;-;-;12;12;-;...;-;-;-;108;-;-;-;-;3;764;-;250;-;10;-;-;-;-;480;-;-;-;-;-
Ibititá (BA);...;-;-;-;401;-;-;-;-;-;-;...;-;-;-;376;-;-;-;-;8188;176;-;514;-;3142;-;-;-;78;24350;-;-;-;-;-
Ibotirama (BA);...;-;-;-;147;45;-;-;-;-;-;...;-;-;-;837;-;-;-;-;-;91;51;144;-;132;-;-;-;3;-;-;-;-;-;-
Ichu (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;39;-;-;-;-;-;10;-;-;-;26;-;-;-;-;-;-;-;-;-;-
Igaporã (BA);...;-;100;-;47;-;-;-;9;9;-;...;-;-;-;475;-;-;-;-;-;372;-;-;-;111;-;-;-;7;-;-;-;-;-;-
Iguaí (BA);...;-;-;-;3859;-;-;6767;967;967;-;...;-;-;-;367;-;-;-;-;-;1579;-;-;-;142;-;-;-;-;240;-;-;-;-;-
Inhambupe (BA);...;-;-;407;523;-;-;-;-;-;-;...;-;-;-;4296;-;-;-;-;-;11365;-;3496;-;52272;-;-;-;-;-;-;-;-;-;-
Ipecaetá (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;941;-;-;-;-;-;32;-;-;-;360;-;-;-;-;-;-;-;-;-;-
Ipirá (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;654;-;-;-;-;-;-;-;-;-;126;-;-;-;-;-;-;-;-;-;-
Ipupiara (BA);...;-;-;-;114;-;-;-;-;-;-;...;-;-;-;743;-;-;-;-;3;45;-;167;-;9;-;-;-;-;-;-;-;-;-;-
Irajuba (BA);...;-;-;-;38;17;-;-;863;863;-;...;4;-;-;70;-;-;-;-;-;700;47;203;-;164;-;-;-;-;-;-;-;-;-;-
Iramaia (BA);...;-;-;10;144;47;-;-;1326;1326;-;...;-;-;-;347;-;-;-;-;24;1092;-;553;-;36;-;-;-;-;462;-;-;-;-;-
Iraquara (BA);...;-;-;-;13560;-;-;-;9143;9143;-;...;-;-;-;790;-;-;-;-;1670;2902;12;2587;-;2226;-;-;-;-;15341;-;-;-;-;-
Irará (BA);...;-;-;161;-;-;-;-;-;-;-;...;-;-;-;1750;-;-;-;-;-;3950;-;-;-;544;-;-;-;-;-;-;-;-;-;-
Irecê (BA);...;-;-;-;62;-;-;-;-;-;-;...;-;-;-;160;-;-;-;-;400;-;-;-;-;746;-;-;-;18;646;-;-;-;-;-
Itaberaba (BA);...;-;-;7;988;-;-;-;-;-;-;...;-;-;-;367;-;-;-;-;12;175;2520;578;-;127;-;-;-;-;64;-;-;-;-;-
Itaeté (BA);...;-;-;13;-;-;-;-;-;-;-;...;-;-;-;160;-;-;-;-;394;349;-;224;-;130;-;-;-;-;131;-;-;-;-;-
Itagi (BA);...;-;-;10;3989;11;-;12587;28;28;-;...;-;-;-;45;-;-;-;-;-;456;-;-;-;7;-;11;-;-;293;-;-;-;-;-
Itaguaçu da Bahia (BA);...;-;8;-;622;-;-;-;-;-;-;...;-;-;-;508;-;-;-;-;409;973;18;237;732;1688;-;-;-;11;3248;-;-;-;-;-
Itambé (BA);...;-;-;-;1467;-;-;1145;2275;2275;-;...;-;-;-;278;-;-;-;-;-;689;-;-;-;105;-;-;-;-;-;-;-;-;-;-
Itapetinga (BA);...;-;-;-;-;-;-;145;-;-;-;...;-;-;-;14;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Itapicuru (BA);...;-;-;-;864;-;-;-;-;-;-;...;1260;-;-;1294;-;-;-;-;-;21436;-;916;5784;74177;-;-;424;-;-;-;-;-;-;-
Itaquara (BA);...;-;-;54;194;52;-;-;166;166;-;...;-;-;-;175;-;-;-;-;-;119;-;256;-;71;-;-;-;-;3389;-;-;-;-;-
Itarantim (BA);...;-;-;-;17;-;-;-;-;-;-;...;-;-;-;24;-;-;-;-;-;207;-;-;-;68;-;-;-;-;-;-;-;-;-;-
Itatim (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;28;-;-;-;-;-;11;-;83;-;54;-;-;185;82;-;-;-;-;-;-
Itiruçu (BA);...;-;-;7;2;-;-;-;4558;4558;-;...;-;-;-;30;-;-;-;-;-;390;-;10;-;33;-;-;-;-;244;-;-;-;-;-
Itiúba (BA);...;-;-;-;50;33;-;-;9;9;-;...;-;-;-;546;-;-;-;-;-;10990;-;61;-;890;-;-;-;-;-;-;-;-;-;-
Itororó (BA);...;-;-;-;351;-;-;4318;-;-;-;...;-;-;-;9;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ituaçu (BA);...;-;6;-;4500;-;-;-;44000;44000;-;...;-;-;-;976;-;-;-;-;-;700;20000;7200;-;192;-;-;-;-;9500;-;-;-;-;-
Iuiu (BA);...;-;20409;-;7;-;-;-;-;-;-;...;-;-;-;452;-;-;-;-;21;57;-;-;-;565;-;-;-;651;-;-;-;-;-;-
Jaborandi (BA);...;-;502211;-;139;-;-;-;-;-;-;...;-;-;-;16738;-;-;-;-;-;88;-;-;-;191763;-;-;1050084;1225;-;-;-;-;-;-
Jacaraci (BA);...;-;-;-;95;-;-;-;28;28;-;...;-;-;-;875;-;-;-;-;-;689;-;-;-;293;-;-;-;-;-;-;-;-;-;-
Jacobina (BA);...;-;-;-;5547;-;-;-;-;-;-;...;-;-;-;810;-;-;-;-;109;2894;-;-;-;360;-;-;-;-;1568;-;-;-;-;-
Jaguaquara (BA);...;-;-;87;3194;-;-;5266;470;470;-;...;-;-;-;325;-;15;-;-;-;990;-;248;-;93;-;22;-;-;9991;-;-;-;9;-
Jaguarari (BA);...;-;-;-;69;25;-;-;-;-;-;...;-;-;-;800;-;-;-;-;73;100;111;18;-;351;-;-;-;-;-;-;-;-;-;-
Jequié (BA);...;-;-;184;12908;127;-;19400;459;459;-;...;-;-;-;302;-;-;-;-;-;1736;696;3967;-;33;-;48;-;-;154;-;-;-;65;-
Jeremoabo (BA);...;-;-;-;10445;25;-;-;-;-;-;...;-;-;-;9075;-;-;-;-;-;248;-;-;-;117919;-;-;-;-;52957;-;-;-;-;-
Jitaúna (BA);...;-;-;70;4490;-;-;32849;-;-;-;...;-;-;-;446;-;-;-;-;-;2433;-;65;-;45;-;33;-;-;328;-;-;-;-;-
João Dourado (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;198;-;-;-;-;3419;28;-;-;-;1141;-;-;-;12;22736;-;-;-;-;151
Juazeiro (BA);...;-;-;-;45952;-;-;-;-;-;-;...;-;-;-;968;-;-;-;-;-;1243;531997;6070;41372;321;-;-;-;-;3142;-;-;-;-;182049
Jussara (BA);...;-;-;-;100;-;-;-;-;-;-;...;-;-;-;127;-;-;-;-;4872;34;-;-;-;1042;-;-;-;182;1409;-;-;-;-;-
Jussiape (BA);...;-;-;-;294;-;-;-;774;774;-;...;-;-;-;259;-;-;-;-;-;229;3598;-;-;43;-;-;-;-;-;-;-;-;-;-
Lafaiete Coutinho (BA);...;-;-;23;12;187;-;-;599;599;-;...;-;-;-;225;-;-;-;-;-;995;21;22;-;8;-;-;-;-;653;-;-;-;-;-
Lagoa Real (BA);...;-;40;-;60;-;-;-;-;-;-;...;-;-;-;134;-;-;-;-;-;224;-;-;-;14;-;-;-;-;-;-;-;-;-;-
Lajedinho (BA);...;-;-;-;179;-;-;-;-;-;-;...;-;-;-;9;-;-;-;-;76;179;-;47;-;14;-;-;-;-;-;-;-;-;-;-
Lajedo do Tabocal (BA);...;-;-;-;5;-;-;-;930;930;-;...;-;-;-;20;-;-;-;-;-;600;-;70;-;4;-;-;-;-;4646;-;-;-;-;-
Lamarão (BA);...;-;-;9;41;180;-;-;-;-;-;...;15;-;-;1407;-;-;-;-;-;781;-;-;-;682;-;-;-;-;-;-;-;-;-;-
Lapão (BA);...;-;-;-;368;-;-;-;-;-;-;...;-;-;-;833;-;-;-;-;4887;-;-;138;-;2746;-;-;-;185;15665;-;-;-;-;-
Lençóis (BA);...;-;-;-;3132;-;-;-;10403;10403;-;...;-;-;-;210;-;-;-;-;15;1838;-;846;-;649;-;-;-;-;1554;-;-;-;-;-
Licínio de Almeida (BA);...;-;-;-;117;-;-;-;249;249;-;...;-;-;-;630;-;-;-;-;-;827;817;-;-;900;-;-;-;-;-;-;-;-;-;-
Livramento de Nossa Senhora (BA);...;-;206;-;722;-;-;-;-;-;-;...;-;-;-;2371;-;-;-;-;-;322;87051;828;-;301;-;-;-;-;78;-;-;-;-;-
Macajuba (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;560;-;-;-;-;-;277;-;34;-;97;-;-;-;-;-;-;-;-;-;-
Macarani (BA);...;-;-;-;79;-;-;39;479;479;-;...;-;-;-;28;-;-;-;-;-;198;-;-;-;20;-;-;-;-;-;-;-;-;-;-
Macaúbas (BA);...;-;-;-;468;-;-;-;9;9;-;...;-;-;-;2752;-;-;-;-;-;689;1237;273;-;295;-;-;-;-;71;-;-;-;-;-
Macururé (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Maetinga (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;136;-;-;-;-;-;144;-;-;-;45;-;-;-;1;-;-;-;-;-;-
Maiquinique (BA);...;-;-;-;184;-;-;211;-;-;-;...;-;-;-;56;-;-;-;-;-;253;-;-;-;66;-;-;-;-;-;-;-;-;-;-
Mairi (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;447;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-
